ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,Needstates,Daypart,NeedstateGroup,Brand,Spontaneous,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Segmentation,NPS_P3M,NPS_P3M_Group,Awareness,Attribute,BrandImage,Visit,Spending,PPA
111452,Hải Phòng,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,100.0,25.0
112227,Hải Phòng,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,16.0,320.0,20.0
112513,Hải Phòng,2.0,32.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,40.0,20.0
112517,Hải Phòng,2.0,37.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,30.0,600.0,20.0
112518,Hải Phòng,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Nice environment design,Highlands Coffee,8.0,160.0,20.0
114608,Hải Phòng,2.0,31.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,3.0,60.0,20.0
115347,Cần Thơ,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,5.0,35.0,7.0
115986,Cần Thơ,2.0,32.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,1.0,7.0,7.0
116000,Cần Thơ,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,30.0,300.0,10.0
116048,Cần Thơ,2.0,31.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Housewife,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,20.0,10.0
116791,Cần Thơ,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,160.0,8.0
117056,Cần Thơ,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,5.0,35.0,7.0
117480,Hồ Chí Minh,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,2.0,100.0,50.0
118279,Hải Phòng,2.0,35.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,1.0,20.0,20.0
119160,Đà Nẵng,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,10.0,200.0,20.0
119279,Hồ Chí Minh,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,12.0,240.0,20.0
119691,Đà Nẵng,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Self Employed  - Company owner (under 10 employees),Self Employed - Company Owner,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,14.0,7.0
120006,Hải Phòng,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,3.0,60.0,20.0
121310,Hồ Chí Minh,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Feel I belong here,Highlands Coffee,4.0,48.0,12.0
121627,Hà Nội,2.0,32.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,4.0,120.0,30.0
123379,Hà Nội,2.0,32.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Nice environment design,Highlands Coffee,4.0,120.0,30.0
123775,Hải Phòng,2.0,31.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,40.0,20.0
123861,Đà Nẵng,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,3.0,45.0,15.0
123938,Hải Phòng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee,4.0,140.0,35.0
123954,Hải Phòng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,80.0,20.0
125688,Hải Phòng,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,1.0,25.0,25.0
125693,Hải Phòng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,80.0,20.0
126975,Đà Nẵng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Lecturer / Teacher,White Collar,2017,Socializing,Overall,Socializing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,24.0,12.0
126976,Đà Nẵng,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,36.0,18.0
127378,Đà Nẵng,2.0,35.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,12.0,144.0,12.0
127599,Đà Nẵng,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Civil servant - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,10.0,90.0,9.0
132605,Hồ Chí Minh,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Self Employed  - Company owner (under 10 employees),Self Employed - Company Owner,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,10.0,250.0,25.0
132606,Hồ Chí Minh,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,400.0,20.0
132950,Hồ Chí Minh,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,3.0,90.0,30.0
132955,Hồ Chí Minh,2.0,37.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Freelance,Self Employed - Small Business and Freelance,2017,Working / Business meeting,Overall,Working & Business meeting,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),7.0,Detractive,Highlands Coffee,Convenient location,Highlands Coffee,6.0,120.0,20.0
132970,Hải Phòng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking ice-blended,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,2.0,50.0,25.0
133485,Hải Phòng,2.0,37.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,40.0,20.0
133889,Cần Thơ,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking ice-blended,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee,3.0,90.0,30.0
133932,Hải Phòng,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,Freelance,Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,80.0,20.0
133933,Cần Thơ,2.0,38.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Friendly staff,Highlands Coffee,28.0,280.0,10.0
133990,Cần Thơ,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,10.0,200.0,20.0
133997,Đà Nẵng,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Other,Other Occupations,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Quick speed of service,Highlands Coffee,4.0,40.0,10.0
134368,Hải Phòng,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Good place for relaxing,Highlands Coffee,2.0,50.0,25.0
134481,Cần Thơ,2.0,33.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good coffee taste,Highlands Coffee,20.0,200.0,10.0
134730,Cần Thơ,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,4.0,40.0,10.0
134733,Cần Thơ,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,30.0,15.0
134839,Cần Thơ,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,30 - 34 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,6.0,48.0,8.0
134923,Hải Phòng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee,3.0,60.0,20.0
134927,Hải Phòng,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,20.0,1000.0,50.0
134952,Hà Nội,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,60.0,30.0
134963,Hà Nội,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,2.0,70.0,35.0
134983,Hải Phòng,2.0,34.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,140.0,35.0
134991,Đà Nẵng,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,20.0,10.0
134998,Hải Phòng,2.0,39.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,40.0,20.0
135032,Hải Phòng,2.0,38.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee,2.0,50.0,25.0
135148,Hà Nội,2.0,38.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,35 - 39 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,2.0,140.0,70.0
135519,Cần Thơ,2.0,31.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Housewife,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,10.0,110.0,11.0
136076,Đà Nẵng,2.0,35.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.01 - Mass (<VND 25K),9.0,Promoter,Highlands Coffee,High speed of internet,Highlands Coffee,5.0,40.0,8.0
137801,Hải Phòng,2.0,30.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,60.0,30.0
138101,Hà Nội,2.0,36.0,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Unknown,Unknown,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Popular brand,Highlands Coffee,40.0,2400.0,60.0
